"year","sample_size","employment","members","covered","p_members","p_covered","facet"
1988,11680,7002.76374583333,223.598630833333,288.44081,0.0319300554692745,0.0411895662546158,"finance, insurance, and real estate"
1989,11747,7045.42105666662,196.960965,257.0592075,0.0279558822512627,0.0364859960973263,"finance, insurance, and real estate"
1990,12400,7079.48468500002,222.884644166667,293.466086666667,0.0314831733703613,0.0414530299603939,"finance, insurance, and real estate"
1991,11973,6945.24658583335,220.111126666667,285.740501666667,0.0316923409700394,0.0411418788135052,"finance, insurance, and real estate"
1992,11640,6887.55918333333,189.954011666667,251.197474166667,0.0275792926549911,0.0364711880683899,"finance, insurance, and real estate"
1993,11499,7043.99063666667,191.9494725,247.7266175,0.0272501036524773,0.0351685062050819,"finance, insurance, and real estate"
1994,11166,7132.00090993336,217.477258183333,291.1508712,0.0304931625723839,0.0408231690526009,"finance, insurance, and real estate"
1995,10918,6972.76811434168,195.193489133333,239.290928641667,0.0279936864972114,0.0343179255723953,"finance, insurance, and real estate"
1996,9641,7071.36453229997,230.041444891667,284.085323675,0.0325314067304134,0.0401740446686745,"finance, insurance, and real estate"
1997,9889,7294.027199725,216.354204016667,264.718568766666,0.0296618305146694,0.0362925119698048,"finance, insurance, and real estate"
1998,10283,7623.07320200828,205.303112383333,256.44260645,0.0269318036735058,0.0336403176188469,"finance, insurance, and real estate"
1999,10388,7780.18781274165,200.998369008333,244.298874583333,0.0258346423506737,0.0314001254737377,"finance, insurance, and real estate"
2000,10343,7686.43708784165,173.54143785,212.2156611,0.0225776173174381,0.0276091061532497,"finance, insurance, and real estate"
2001,11151,7835.64241145002,193.434487191667,253.896747625,0.0246864873915911,0.0324027985334396,"finance, insurance, and real estate"
2002,12217,7900.75309680832,182.204648966667,227.46047305,0.0230616815388203,0.0287897195667028,"finance, insurance, and real estate"
2003,12618,8554.91629909995,216.170485266667,285.523580608333,0.025268567726016,0.0333753786981106,"finance, insurance, and real estate"
2004,12473,8714.13558984998,229.149232041667,275.060738758333,0.026296267285943,0.0315648913383484,"finance, insurance, and real estate"
2005,12512,8844.73225643333,253.564533391667,304.923769008334,0.0286684241145849,0.0344751849770546,"finance, insurance, and real estate"
2006,12601,9097.70819348336,245.872728833333,288.739492166667,0.0270257871598005,0.031737606972456,"finance, insurance, and real estate"
2007,12359,9092.30926353334,228.534426208333,279.9818238,0.0251349154859781,0.0307932570576668,"finance, insurance, and real estate"
2008,11894,8885.74878596663,208.637031016667,255.08109525,0.0234799608588219,0.0287067648023367,"finance, insurance, and real estate"
2009,11421,8442.10102395835,191.171862541667,240.338548025,0.0226450581103563,0.0284690447151661,"finance, insurance, and real estate"
2010,11226,8295.10558295002,211.172769933333,264.2435402,0.025457514449954,0.0318553559482098,"finance, insurance, and real estate"
2011,11025,8324.46837396662,185.47627305,227.509791366666,0.0222808551043272,0.0273302495479584,"finance, insurance, and real estate"
2012,10924,8416.72777455,204.415789216667,256.201262341667,0.0242868475615978,0.0304395332932472,"finance, insurance, and real estate"
2013,11232,8758.90070016664,237.07994295,294.492939025,0.0270673166960478,0.0336221344769001,"finance, insurance, and real estate"
2014,11060,8723.40130652497,222.175399016667,256.445001258333,0.0254688952118158,0.0293973628431559,"finance, insurance, and real estate"
2015,10852,8986.19738651666,254.186220375,296.379297425,0.0282862931489944,0.0329816155135631,"finance, insurance, and real estate"
2016,10924,9204.42293303334,270.765069583333,342.214098616667,0.0294168442487717,0.037179309874773,"finance, insurance, and real estate"
2017,10721,9268.58249592498,258.973899058333,324.439594675,0.027941046282649,0.0350042283535004,"finance, insurance, and real estate"
2018,10332,9317.72300952505,228.279460283333,293.208241508333,0.0244994889944792,0.0314677990972996,"finance, insurance, and real estate"
2019,10150,9557.63250832495,230.455851733333,292.014624108333,0.024112232029438,0.0305530298501253,"finance, insurance, and real estate"
2020,9111,9276.59504359167,202.620222358334,279.062116583333,0.0218420904129744,0.0300823859870434,"finance, insurance, and real estate"
2021,8932,9293.83389636666,239.452442383333,321.400086075,0.0257646571844816,0.0345820784568787,"finance, insurance, and real estate"
2022,8505,9511.356080975,215.064766025,285.231063025,0.022611366584897,0.0299884751439095,"finance, insurance, and real estate"
1973,13092,20167.24805,2403.37152,NA,0.119172014296055,NA,"services"
1974,12925,20631.76627,2645.80111,NA,0.128239199519157,NA,"services"
1975,13085,21261.6510299999,2767.01046,NA,0.130140900611877,NA,"services"
1976,13521,22368.56968,2934.24205,NA,0.131177008152008,NA,"services"
1977,16381,22958.08744,4055.77689999999,4958.06865,0.176660045981407,0.215961739420891,"services"
1978,16561,24169.3426199999,4201.88351,5128.85015999999,0.173851788043976,0.212204784154892,"services"
1979,16588,24458.3153300001,4582.7858,5534.84586,0.187371283769608,0.226297095417976,"services"
1980,20174,25123.2496,4742.58241000001,5719.20425000002,0.188772648572922,0.227645874023438,"services"
1981,4504,25708.20184,4376.31028,5128.52148,0.170230120420456,0.199489697813988,"services"
1983,53930,26858.5475791668,4585.61144333333,5755.80116166666,0.170731917023659,0.214300543069839,"services"
1984,54575,27753.1643983334,4574.93293416666,5622.65832000001,0.164843648672104,0.202595219016075,"services"
1985,56066,28814.1649824997,4537.11310833335,5539.88245666669,0.15746121108532,0.192262470722198,"services"
1986,56293,29726.351860833,4510.17050500001,5517.00339583331,0.151722967624664,0.185593023896217,"services"
1987,57154,30845.6917966668,4624.63149583334,5554.62770499998,0.149927958846092,0.180077910423279,"services"
1988,55617,32031.5045891668,4784.81364499998,5733.97818583335,0.14937835931778,0.179010584950447,"services"
1989,57267,33017.8592450001,4913.9412575,5900.24158916665,0.148826763033867,0.178698495030403,"services"
1990,61411,33968.2665466668,4934.02673749998,5968.09074583332,0.145254001021385,0.175696060061455,"services"
1991,61118,34468.9464799996,5003.19800833334,5979.65261500001,0.145150884985924,0.173479408025742,"services"
1992,61547,35703.5685308332,5154.18969333332,6152.28821416664,0.14436063170433,0.172315776348114,"services"
1993,61439,36644.072405,5410.5771925,6387.34110083332,0.147652179002762,0.174307614564896,"services"
1994,60499,37368.4867400581,5526.98324515832,6461.50960074999,0.147904932498932,0.172913327813148,"services"
1995,60493,38249.5242171669,5404.81444691669,6341.57577147503,0.141304090619087,0.165794894099236,"services"
1996,54333,39238.2915838502,5460.42394845833,6372.65747293334,0.139160588383675,0.162409141659737,"services"
1997,56043,40591.5018474501,5380.03377714167,6275.06716375,0.13254089653492,0.154590666294098,"services"
1998,56972,41431.0454427662,5498.28321825833,6376.19232296667,0.132709249854088,0.153898894786835,"services"
1999,58545,42990.7485327496,5816.84469983334,6635.32585530835,0.135304570198059,0.154343113303185,"services"
2000,59376,43900.6847651336,5869.97125322502,6751.983264875,0.133710250258446,0.153801321983337,"services"
2001,64497,44717.1686289583,6029.16325893332,6820.81262265832,0.134828820824623,0.152532294392586,"services"
2002,70474,45264.9566280245,6126.37139381666,6898.66371301665,0.135344684123993,0.152406275272369,"services"
2003,80169,53716.8570051589,6180.34742077499,7060.00865334166,0.115054152905941,0.131430044770241,"services"
2004,79214,54551.9535651413,6218.41923618333,7073.69193800833,0.113990768790245,0.129668906331062,"services"
2005,79834,55728.3686830167,6442.75191039166,7266.15980439168,0.115609914064407,0.130385294556618,"services"
2006,79749,56799.6237387083,6436.500211075,7259.024101425,0.113319419324398,0.127800568938255,"services"
2007,80072,58309.6167896507,6682.63567335831,7574.27223605834,0.114606067538261,0.129897475242615,"services"
2008,80487,59393.9173003751,6994.932408025,7899.75429830834,0.117771863937378,0.133006110787392,"services"
2009,80838,59212.6674819164,6944.76375994162,7794.28146864995,0.11728510260582,0.131632000207901,"services"
2010,80760,59584.2009449323,6753.16516367501,7598.16896719168,0.113338187336922,0.127519860863686,"services"
2011,80060,60044.6814044004,6737.23603064998,7574.07271242501,0.11220370978117,0.126140609383583,"services"
2012,80468,61838.9773202675,6581.02502391666,7440.95500515,0.106421954929829,0.120327912271023,"services"
2013,80232,62507.1434322248,6577.154711825,7378.65664561665,0.105222448706627,0.118045017123222,"services"
2014,80517,63362.2608443091,6669.61749571666,7534.15368273334,0.105261668562889,0.118906013667583,"services"
2015,80339,64996.7046223498,6976.20014325003,7918.98767254169,0.107331596314907,0.121836759150028,"services"
2016,80976,66648.6814372245,6813.48188686667,7771.810973225,0.102229811251163,0.116608619689941,"services"
2017,79890,67366.6982064919,6782.48904685833,7669.56988229166,0.100680150091648,0.113848090171814,"services"
2018,77963,68514.2740132319,6851.37628591666,7755.46559205832,0.0999992564320564,0.113194890320301,"services"
2019,76301,70188.2782745507,6804.56072792497,7791.17860439996,0.0969472527503967,0.111003987491131,"services"
2020,64314,63739.0666808167,6592.40266777499,7549.26422976667,0.103427976369858,0.118440143764019,"services"
2021,64681,66028.0370731164,6517.11904147498,7489.69421284165,0.0987022966146469,0.11343202739954,"services"
2022,63413,69434.6464790335,6695.85434703335,7638.19433147502,0.0964339077472687,0.110005520284176,"services"
1973,2343,3633.67946,728.68034,NA,0.200535118579865,NA,"public administration"
1974,2386,3881.50455,817.970400000001,NA,0.210735395550728,NA,"public administration"
1975,2440,4026.04328,862.881660000001,NA,0.214324980974197,NA,"public administration"
1976,2443,4076.28084,906.332610000001,NA,0.222343027591705,NA,"public administration"
1977,3122,4283.59561,1098.18266,1371.85973,0.256369352340698,0.320258915424347,"public administration"
1978,2986,4239.76039,1112.81692,1380.81529,0.26247164607048,0.325682401657104,"public administration"
1979,3098,4452.20028000001,1334.8885,1620.07518,0.299826681613922,0.363881915807724,"public administration"
1980,3953,4672.38806,1302.90946,1602.05668,0.278852999210358,0.342877477407455,"public administration"
1981,840,4490.21556,1159.4628,1497.24224,0.258219838142395,0.333445519208908,"public administration"
1983,10009,4751.04523083334,1426.3632675,1817.93968333333,0.300220936536789,0.382639944553375,"public administration"
1984,9796,4778.44080416667,1360.5132625,1751.07831166666,0.284719079732895,0.366453915834427,"public administration"
1985,9974,4985.45186000002,1429.92269166666,1769.5790025,0.286819070577621,0.354948580265045,"public administration"
1986,9924,5139.41149416666,1506.34026416667,1860.51067666667,0.293095856904984,0.362008512020111,"public administration"
1987,9886,5239.26111333336,1565.518245,1880.45014916667,0.298805147409439,0.358915150165558,"public administration"
1988,9733,5465.28331583332,1647.565635,2013.76869833333,0.301460236310959,0.368465572595596,"public administration"
1989,9801,5576.276285,1680.80939916666,2045.07388583333,0.301421463489532,0.366745442152023,"public administration"
1990,10228,5619.87995166668,1683.92047,2054.66133,0.299636363983154,0.365605920553207,"public administration"
1991,10019,5706.72487666664,1783.41162083333,2128.95258,0.312510520219803,0.373060315847397,"public administration"
1992,9676,5616.7595675,1746.77250916667,2118.06368416667,0.310992926359177,0.377097100019455,"public administration"
1993,9620,5797.20576416667,1876.77138833333,2227.4675375,0.323737233877182,0.384231239557266,"public administration"
1994,9436,5870.11581744166,1962.97640825834,2308.58517571667,0.33440163731575,0.393277615308762,"public administration"
1995,9497,5978.47764430002,1908.69744740833,2229.56292529168,0.319261461496353,0.37293154001236,"public administration"
1996,8281,5790.48234921664,1861.17096379166,2153.61557650833,0.32141900062561,0.371923357248306,"public administration"
1997,8226,5724.30600830001,1827.29168395,2088.67851928333,0.319216281175613,0.36487889289856,"public administration"
1998,8227,5899.18762034168,1959.62926289167,2212.71240476666,0.332186281681061,0.375087648630142,"public administration"
1999,8434,5966.31053359166,1859.667280475,2146.10677069167,0.31169468164444,0.359704166650772,"public administration"
2000,8455,5978.12860775834,1913.28230748333,2135.32750035833,0.32004702091217,0.357189953327179,"public administration"
2001,9064,6081.78789373332,1959.63683445,2208.79848460833,0.32221394777298,0.363182425498962,"public administration"
2002,9944,6161.31826583333,1993.63449140833,2217.29945825833,0.323572725057602,0.359874188899994,"public administration"
2003,9749,6249.45661616666,2006.14698245,2243.42433540834,0.321011424064636,0.358979105949402,"public administration"
2004,9683,6358.43071216665,2031.9761045,2260.15223990833,0.319571942090988,0.355457544326782,"public administration"
2005,9937,6578.174706425,2095.63904915834,2304.88182816667,0.318574547767639,0.350383192300797,"public administration"
2006,9789,6514.829587,2039.78953310834,2243.421325875,0.313099443912506,0.344356089830399,"public administration"
2007,9908,6716.47148830833,2099.62234078334,2299.81013078334,0.312607944011688,0.342413455247879,"public administration"
2008,9948,6777.28512294167,2235.959472925,2441.15943328333,0.329919636249542,0.360197246074677,"public administration"
2009,10034,6857.12909944997,2285.77596044166,2508.46250558333,0.333342999219894,0.365818172693253,"public administration"
2010,10086,6957.73385775001,2171.69162614167,2419.96435315,0.312126278877258,0.347809284925461,"public administration"
2011,9759,6784.57367666667,2221.66782401667,2462.55880196667,0.327458709478378,0.362964421510696,"public administration"
2012,9337,6681.10417657499,2129.75850788333,2319.5925071,0.318773418664932,0.347187012434006,"public administration"
2013,9317,6694.60975956669,2147.61151999167,2359.232831425,0.320797115564346,0.352407813072205,"public administration"
2014,9406,6739.55835131667,2173.731216075,2393.220378475,0.322533190250397,0.355100482702255,"public administration"
2015,9357,6844.3051366417,2148.79960175,2385.64754571666,0.313954383134842,0.348559498786926,"public administration"
2016,9336,6855.92046943335,2054.31109191667,2242.46303525833,0.299640446901321,0.32708415389061,"public administration"
2017,9391,7098.06862379998,2171.12435584167,2386.26203093333,0.305875360965729,0.336184680461884,"public administration"
2018,9341,7358.357361175,2138.00992710833,2352.51815724166,0.290555328130722,0.319706976413727,"public administration"
2019,8773,7200.12113341665,2154.19441179167,2374.81444506667,0.299188643693924,0.329829782247543,"public administration"
2020,8443,7500.47427714165,2276.80945265,2503.10291553333,0.303555399179459,0.333725959062576,"public administration"
2021,8120,7382.44344610835,2143.0670694,2372.55590685833,0.290292382240295,0.321378141641617,"public administration"
2022,7800,7677.69256905832,2167.66414370834,2418.80669946667,0.282332748174667,0.315043449401855,"public administration"
1973,40245,61886.4753100002,14954.1102299999,NA,0.241637781262398,NA,"private sector: all"
1974,39422,62947.4597000012,14703.7650300001,NA,0.23358790576458,NA,"private sector: all"
1975,37609,61206.2395999996,13176.7835,NA,0.21528497338295,NA,"private sector: all"
1976,38669,63848.0206599995,13613.51713,NA,0.213217526674271,NA,"private sector: all"
1977,46052,66086.3753700001,14340.49951,15423.46304,0.216996312141418,0.233383402228355,"private sector: all"
1978,46470,69566.2943599993,14424.67402,15663.10833,0.207351475954056,0.22515369951725,"private sector: all"
1979,47018,71273.1448300003,15117.9822699999,16529.5018099999,0.212113305926323,0.231917664408684,"private sector: all"
1980,55246,71440.7186399998,14331.6285000001,15525.71125,0.200608685612679,0.217323005199432,"private sector: all"
1981,12637,74439.7196400002,13948.45576,15173.83468,0.187379211187363,0.20384056866169,"private sector: all"
1983,141311,72655.7246291671,11980.1833808333,13419.9268258333,0.164889737963676,0.184705704450607,"private sector: all"
1984,145104,76361.3877791685,11684.0461675,12985.6276916667,0.153009876608849,0.170054897665977,"private sector: all"
1985,148185,78449.1537074988,11252.9587116667,12437.5325633334,0.143442705273628,0.158542603254318,"private sector: all"
1986,147678,80512.0498750002,11084.6588408333,12203.9177516666,0.137677013874054,0.151578769087791,"private sector: all"
1987,148698,82438.4015449998,10857.3160958333,11885.2498508333,0.131702169775963,0.14417128264904,"private sector: all"
1988,142409,84216.8119975014,10702.439015,11756.2511891667,0.127081975340843,0.139595061540604,"private sector: all"
1989,145372,85988.8536275003,10536.2299466667,11583.1174483334,0.122530184686184,0.134704872965813,"private sector: all"
1990,152197,87066.3661266671,10299.3975591667,11425.35613,0.118293642997742,0.131225824356079,"private sector: all"
1991,147112,85694.1507758341,9992.96907166667,11006.449325,0.116612032055855,0.128438740968704,"private sector: all"
1992,144911,86456.2809483322,9778.73872666666,10752.774535,0.113106168806553,0.124372392892838,"private sector: all"
1993,142859,87398.2449433343,9627.25599083333,10539.23661,0.110153883695602,0.120588652789593,"private sector: all"
1994,140651,89648.5977593595,9649.36279841667,10650.6332401501,0.107635401189327,0.118804238736629,"private sector: all"
1995,140723,91680.5409156492,9432.14802060001,10359.764414425,0.102880589663982,0.112998507916927,"private sector: all"
1996,126230,93750.0706128416,9414.97404839996,10328.4395901417,0.100426316261292,0.110169939696789,"private sector: all"
1997,129035,96385.844706441,9363.25991820004,10254.9656718667,0.0971435159444809,0.106394931674004,"private sector: all"
1998,131129,98328.9221574828,9306.09457465837,10103.6292980751,0.0946424975991249,0.102753378450871,"private sector: all"
1999,132817,100025.383714242,9418.58805888339,10215.9697857751,0.0941619798541069,0.102133773267269,"private sector: all"
2000,134554,101809.915787044,9147.71710335834,9968.53600851667,0.0898509472608566,0.0979132130742073,"private sector: all"
2001,143041,101577.294166285,9141.26337178334,9902.71749623331,0.0899931788444519,0.0974894762039185,"private sector: all"
2002,152871,100581.35998436,8651.54337263329,9369.69629338333,0.086015373468399,0.0931553915143013,"private sector: all"
2003,150050,102647.628837741,8451.83089085,9263.66064756666,0.0823382958769798,0.0902471989393234,"private sector: all"
2004,147496,103583.585941552,8204.544435875,8956.19055093338,0.0792069956660271,0.0864634141325951,"private sector: all"
2005,148598,105508.3997417,8255.01983421667,8961.56092552496,0.0782404020428658,0.0849369466304779,"private sector: all"
2006,148602,107845.550933291,7981.28933404163,8687.74483047495,0.074006661772728,0.0805572867393494,"private sector: all"
2007,146614,108713.798464341,8113.62079971666,8870.01422315002,0.074632853269577,0.081590510904789,"private sector: all"
2008,144506,108072.588921616,8265.20941850835,9084.3946723834,0.0764783173799515,0.0840582698583603,"private sector: all"
2009,139413,103357.289036814,7430.80375932499,8226.11618840831,0.0718943402171135,0.0795891284942627,"private sector: all"
2010,137980,103040.383288348,7091.93622130833,7883.55639921666,0.0688267648220062,0.0765093863010406,"private sector: all"
2011,137410,104778.373915498,7204.48708930832,7971.87360585832,0.0687592923641205,0.0760831981897354,"private sector: all"
2012,137861,107230.191112017,7029.89584390001,7844.33645823335,0.0655589252710342,0.0731541812419891,"private sector: all"
2013,137988,108724.339862729,7312.727846725,8122.06954325,0.0672593414783478,0.0747033208608627,"private sector: all"
2014,139486,111259.542845233,7355.97181205833,8219.29902665001,0.0661154240369797,0.0738750025629997,"private sector: all"
2015,137826,113193.187453122,7552.44424102502,8410.1109315667,0.0667217224836349,0.0742987394332886,"private sector: all"
2016,138525,115462.194016641,7436.16969215835,8438.06642594168,0.0644035041332245,0.0730807706713676,"private sector: all"
2017,136904,116961.435707519,7600.23879664164,8490.91880674166,0.06498072296381,0.0725958868861198,"private sector: all"
2018,133898,119010.889234032,7578.01841374998,8512.44664073331,0.0636750012636185,0.0715266168117523,"private sector: all"
2019,129865,120755.200431559,7507.94275855831,8562.00240751667,0.0621749013662338,0.0709038004279137,"private sector: all"
2020,111050,111587.010789493,7082.26404789998,8020.84880103334,0.0634685382246971,0.0718797743320465,"private sector: all"
2021,112246,115807.472326742,7025.76025504171,8050.14968163339,0.0606675893068314,0.0695132166147232,"private sector: all"
2022,108688,120400.190334576,7219.14801345835,8163.65567633335,0.0599596053361893,0.0678043439984322,"private sector: all"
1973,39431,60643.3189100002,14899.9930099999,NA,0.245698839426041,NA,"private sector: nonagricultural"
1974,38589,61632.4935000011,14671.0217400001,NA,0.238040372729301,NA,"private sector: nonagricultural"
1975,36786,59879.4110099995,13135.03054,NA,0.219358041882515,NA,"private sector: nonagricultural"
1976,37871,62539.9268499995,13585.7807,NA,0.217233717441559,NA,"private sector: nonagricultural"
1977,44992,64718.4297900001,14298.99771,15374.32843,0.220941662788391,0.23755718767643,"private sector: nonagricultural"
1978,45428,68154.6053399995,14388.85829,15622.50612,0.211120843887329,0.22922158241272,"private sector: nonagricultural"
1979,45975,69854.8025200003,15077.6444699999,16477.6843999999,0.215842634439468,0.235884770750999,"private sector: nonagricultural"
1980,53981,70013.2596999999,14285.5172400001,15475.71962,0.204040169715881,0.221039831638336,"private sector: nonagricultural"
1981,12346,72944.4301200002,13928.93228,15154.3112,0.190952643752098,0.207751452922821,"private sector: nonagricultural"
1983,138390,71224.8114266673,11933.3093025,13368.9686791666,0.167544275522232,0.187701001763344,"private sector: nonagricultural"
1984,142329,74930.5604650016,11647.2775425,12942.6449816667,0.155440956354141,0.172728523612022,"private sector: nonagricultural"
1985,145521,77043.9862974989,11226.81829,12409.0800425001,0.145719587802887,0.161064878106117,"private sector: nonagricultural"
1986,145111,79090.865505,11051.4474533333,12165.3134033333,0.139731019735336,0.153814390301704,"private sector: nonagricultural"
1987,146146,80992.9704,10825.5668649999,11850.2807683333,0.133660569787025,0.146312460303307,"private sector: nonagricultural"
1988,139846,82740.5458100011,10673.9946083334,11723.0237808334,0.129005610942841,0.141684144735336,"private sector: nonagricultural"
1989,142852,84504.4316375003,10519.9621266667,11555.6421875,0.124490067362785,0.136745989322662,"private sector: nonagricultural"
1990,149530,85492.8765916672,10270.6228216667,11394.0514675,0.120134249329567,0.133274868130684,"private sector: nonagricultural"
1991,144531,84138.0653700004,9965.15961333334,10975.8424583333,0.118438184261322,0.130450382828712,"private sector: nonagricultural"
1992,142432,84916.6593508322,9743.92823416665,10711.7862566667,0.114746958017349,0.12614469230175,"private sector: nonagricultural"
1993,140493,85882.4650475009,9602.84283249998,10507.6320075,0.111813776195049,0.122348979115486,"private sector: nonagricultural"
1994,138496,88169.0582294678,9618.28037898334,10611.6553789834,0.109089069068432,0.120355777442455,"private sector: nonagricultural"
1995,138486,90120.990084041,9399.97551710001,10318.2136730334,0.104303956031799,0.114492900669575,"private sector: nonagricultural"
1996,123905,92059.1897599998,9385.04370454996,10293.4076202083,0.101945757865906,0.111812926828861,"private sector: nonagricultural"
1997,126836,94705.2591511994,9327.00568575003,10215.0595814167,0.0984845608472824,0.107861585915089,"private sector: nonagricultural"
1998,128829,96589.6114055247,9279.68646228337,10072.9368165084,0.0960733368992806,0.104285925626755,"private sector: nonagricultural"
1999,130506,98304.3542457004,9376.04599700839,10167.5240551084,0.09537772834301,0.103429026901722,"private sector: nonagricultural"
2000,132161,99988.8404519771,9109.68708202501,9923.69863094167,0.091107040643692,0.0992480590939522,"private sector: nonagricultural"
2001,140614,99921.7707607931,9113.57662603334,9869.41026914998,0.0912071168422699,0.098771370947361,"private sector: nonagricultural"
2002,150204,98830.6638757016,8612.40900030829,9325.35040789167,0.0871430858969688,0.0943568497896194,"private sector: nonagricultural"
2003,148709,101788.868859691,8440.55583626667,9250.07441654999,0.0829221904277802,0.0908751040697098,"private sector: nonagricultural"
2004,146180,102753.113420402,8188.38059045833,8936.62446354172,0.0796898528933525,0.0869718119502068,"private sector: nonagricultural"
2005,147313,104679.790548742,8237.157968975,8941.08055689996,0.0786890983581543,0.0854136273264885,"private sector: nonagricultural"
2006,147285,106995.109396749,7964.78809377496,8669.54569349994,0.07444067299366,0.0810274928808212,"private sector: nonagricultural"
2007,145311,107843.994216807,8100.066635825,8854.33662017502,0.0751091092824936,0.0821031928062439,"private sector: nonagricultural"
2008,143153,107178.093173441,8243.34119045002,9057.79055739173,0.076912559568882,0.0845115855336189,"private sector: nonagricultural"
2009,138131,102479.033704239,7424.34838986665,8218.27045192498,0.0724474862217903,0.0801946520805359,"private sector: nonagricultural"
2010,136698,102134.446856332,7081.97078669999,7871.19122845833,0.0693396925926208,0.077066957950592,"private sector: nonagricultural"
2011,136038,103828.567738173,7190.57634785832,7953.61588728332,0.0692543163895607,0.0766033455729485,"private sector: nonagricultural"
2012,136460,106238.116162158,7015.83204249168,7825.30632365835,0.0660387501120567,0.0736581832170486,"private sector: nonagricultural"
2013,136780,107851.63911517,7304.06571738333,8112.78569950833,0.0677232667803764,0.0752217173576355,"private sector: nonagricultural"
2014,138063,110254.930119675,7345.08119263333,8203.50991179168,0.0666190758347511,0.0744049251079559,"private sector: nonagricultural"
2015,136346,112119.636586839,7539.66946869169,8390.90229710002,0.0672466456890106,0.0748388320207596,"private sector: nonagricultural"
2016,137010,114357.30732235,7422.39654151669,8415.46268905834,0.0649053081870079,0.0735891982913017,"private sector: nonagricultural"
2017,135417,115855.873447819,7579.29509425831,8467.18039404165,0.0654200315475464,0.0730837360024452,"private sector: nonagricultural"
2018,132493,117915.779672541,7555.42828060831,8485.27564872497,0.0640747845172882,0.0719604790210724,"private sector: nonagricultural"
2019,128492,119632.801226201,7491.99935433331,8535.97934058333,0.0626249611377716,0.0713514983654022,"private sector: nonagricultural"
2020,109856,110489.566156209,7068.01562066665,8004.13476619168,0.0639699846506119,0.0724424496293068,"private sector: nonagricultural"
2021,111026,114700.58237935,6989.11847238337,8011.78906565839,0.060933593660593,0.0698495954275131,"private sector: nonagricultural"
2022,107603,119348.677839934,7180.34654416668,8120.63157153335,0.0601627640426159,0.0680412352085114,"private sector: nonagricultural"
1973,2670,4131.80628,1632.81262,NA,0.39518129825592,NA,"private sector: construction"
1974,2479,4017.21484999999,1490.87127,NA,0.371120631694794,NA,"private sector: construction"
1975,2103,3464.03573,1283.98742,NA,0.370662301778793,NA,"private sector: construction"
1976,2208,3692.87443,1321.87792,NA,0.357953667640686,NA,"private sector: construction"
1977,2882,3975.37588,1425.31721,1495.17464,0.358536452054977,0.376109004020691,"private sector: construction"
1978,3030,4422.28352,1418.74748,1495.236,0.320817857980728,0.338113993406296,"private sector: construction"
1979,3092,4563.05802,1451.50853,1548.54745,0.318099945783615,0.339366167783737,"private sector: construction"
1980,3544,4443.07144,1370.72787,1431.2411,0.308509081602097,0.322128772735596,"private sector: construction"
1981,785,4375.10456,1440.9122,1475.7168,0.329343497753143,0.337298631668091,"private sector: construction"
1983,8053,4108.98486416667,1130.712635,1207.0183925,0.275180518627167,0.293751001358032,"private sector: construction"
1984,8528,4503.73872833333,1060.50259583334,1115.06418666667,0.235471606254578,0.247586339712143,"private sector: construction"
1985,8748,4716.3469375,1050.91395083333,1113.85585333333,0.222823709249496,0.236169189214706,"private sector: construction"
1986,8817,4958.76191333333,1091.8512125,1158.00657,0.220186248421669,0.233527362346649,"private sector: construction"
1987,8814,5052.09492333334,1060.12081833333,1122.6586725,0.2098378688097,0.222216457128525,"private sector: construction"
1988,8543,5193.30533499997,1095.58631583334,1151.27490166667,0.210961282253265,0.22168442606926,"private sector: construction"
1989,8629,5322.18700833336,1144.77980333333,1202.8012975,0.215095743536949,0.225997567176819,"private sector: construction"
1990,8844,5199.75974249999,1072.34156916667,1137.5555075,0.20622906088829,0.218770787119865,"private sector: construction"
1991,7806,4684.79892666666,977.1191125,1034.75828416667,0.208572268486023,0.220875710248947,"private sector: construction"
1992,7443,4592.873775,904.710260000001,954.116839166667,0.19698129594326,0.207738533616066,"private sector: construction"
1993,7491,4702.88296250001,929.409946666668,973.265420000001,0.197625577449799,0.206950813531876,"private sector: construction"
1994,7416,4866.65479020834,915.941082466666,966.309604708334,0.188207536935806,0.198557257652283,"private sector: construction"
1995,7645,5134.93610594166,908.129215675,963.412232391666,0.176853075623512,0.187619134783745,"private sector: construction"
1996,7180,5387.41700083332,994.24867125,1032.68401526667,0.184550166130066,0.191684439778328,"private sector: construction"
1997,7494,5739.416132325,1067.117010375,1117.76603074167,0.185927793383598,0.19475257396698,"private sector: construction"
1998,7726,5946.49314992498,1055.8293092,1093.29560975833,0.177554950118065,0.183855518698692,"private sector: construction"
1999,8154,6229.56095695834,1186.88878601666,1224.01824000833,0.190525263547897,0.196485474705696,"private sector: construction"
2000,8725,6665.56637401663,1219.5506402,1268.18061263333,0.182962790131569,0.190258488059044,"private sector: construction"
2001,9548,6867.62654246668,1276.0397652,1315.20012269167,0.185805067420006,0.191507235169411,"private sector: construction"
2002,10085,6679.52325344166,1164.71204523333,1203.74544188333,0.174370542168617,0.180214270949364,"private sector: construction"
2003,10134,7126.12453046667,1139.153777325,1187.9458513,0.159856006503105,0.166702926158905,"private sector: construction"
2004,10389,7549.89819525832,1109.82214506667,1161.776142175,0.146998286247253,0.153879716992378,"private sector: construction"
2005,10982,8053.14914729165,1057.11594055833,1111.46879724166,0.13126739859581,0.138016670942307,"private sector: construction"
